School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach_PCTL,Year
Everett - Madeline English School,930018,MATH,          79,19,           6,1,          73,17,         212,51,         127,30,         418,86,479.8,28.4,         248,,2021
Everett - Madeline English School,930018,SCI,          23,21,           1,1,          22,21,          55,51,          29,27,         107,83,483.8,,,,2021
Everett - Parlin School,930058,ELA,         100,18,           6,1,          94,17,         253,44,         216,38,         569,97,477.3,25.0,         312,,2021
Everett - Parlin School,930058,MATH,          51,9,           1,0,          50,9,         257,45,         263,46,         571,97,472.3,22.5,         308,,2021
Everett - Parlin School,930058,SCI,          17,10,           0,0,          17,10,          80,48,          70,42,         167,95,474.7,,,,2021
Everett - Sumner G. Whittier School,930010,ELA,         104,26,           8,2,          96,24,         188,47,         107,27,         399,97,484.6,28.6,         234,,2021
Everett - Sumner G. Whittier School,930010,MATH,          63,16,           3,1,          60,15,         208,52,         127,32,         398,97,479.0,20.0,         234,,2021
Everett - Sumner G. Whittier School,930010,SCI,          14,15,           0,0,          14,15,          46,50,          32,35,          92,96,478.2,,,,2021
Everett - Webster School,930015,ELA,          19,26,           1,1,          18,25,          38,52,          16,22,          73,49,489.9,,           6,,2021
Everett - Webster School,930015,MATH,           8,11,           0,0,           8,11,          32,44,          32,44,          72,48,474.5,,           6,,2021
Excel Academy Charter (District) - Excel Academy Charter School,4100205,ELA,         248,36,          24,3,         224,33,         310,45,         130,19,         688,96,490.8,31.5,         630,,2021
Excel Academy Charter (District) - Excel Academy Charter School,4100205,MATH,         125,18,           9,1,         116,17,         362,53,         195,29,         682,96,482.7,22.7,         625,,2021
Excel Academy Charter (District) - Excel Academy Charter School,4100205,SCI,          70,26,          11,4,          59,22,         134,51,          61,23,         265,95,486.8,,,,2021
Fairhaven - East Fairhaven,940010,ELA,          97,60,          16,10,          81,50,          56,34,          10,6,         163,91,504.0,38.7,          62,,2021
Fairhaven - East Fairhaven,940010,MATH,          87,54,           5,3,          82,51,          65,40,          10,6,         162,91,500.0,38.0,          61,,2021
Fairhaven - East Fairhaven,940010,SCI,          35,56,           5,8,          30,48,          23,37,           4,6,          62,94,503.3,,,,2021
Fairhaven - Hastings Middle,940305,ELA,         128,38,          20,6,         108,32,         152,46,          54,16,         334,76,493.8,30.9,         322,,2021
Fairhaven - Hastings Middle,940305,MATH,         115,34,          11,3,         104,31,         171,51,          52,15,         338,77,491.8,31.4,         324,,2021
Fairhaven - Hastings Middle,940305,SCI,          36,38,           7,7,          29,31,          50,53,           9,9,          95,80,497.0,,,,2021
Fairhaven - Leroy Wood,940030,ELA,         127,67,          27,14,         100,53,          59,31,           4,2,         190,88,507.7,41.3,          64,,2021
Fairhaven - Leroy Wood,940030,MATH,          95,49,          18,9,          77,40,          81,42,          18,9,         194,90,499.2,39.6,          65,,2021
Fairhaven - Leroy Wood,940030,SCI,          38,61,           6,10,          32,52,          23,37,           1,2,          62,86,503.2,,,,2021
Fall River - Carlton M. Viveiros Elementary School,950009,ELA,          92,27,           5,1,          87,26,         172,51,          74,22,         338,98,485.6,28.9,         109,,2021
Fall River - Carlton M. Viveiros Elementary School,950009,MATH,          33,10,           0,0,          33,10,         165,49,         140,41,         338,98,474.7,22.6,         108,,2021
Fall River - Carlton M. Viveiros Elementary School,950009,SCI,          24,20,           1,1,          23,19,          60,50,          35,29,         119,93,480.5,,,,2021
Fall River - Henry Lord Community School,950017,ELA,          93,21,           6,1,          87,20,         183,42,         162,37,         438,96,482.1,31.4,         234,,2021
Fall River - Henry Lord Community School,950017,MATH,          59,14,           4,1,          55,13,         194,45,         178,41,         431,94,477.9,31.2,         227,,2021
Fall River - Henry Lord Community School,950017,SCI,          13,11,           0,0,          13,11,          52,45,          51,44,         116,87,476.2,,,,2021
Fall River - James Tansey,950140,ELA,          66,52,           6,5,          60,47,          55,43,           6,5,         127,90,499.6,49.1,          44,,2021
Fall River - James Tansey,950140,MATH,          43,34,           5,4,          38,30,          65,51,          19,15,         127,90,490.6,26.3,          44,,2021
Fall River - James Tansey,950140,SCI,          14,32,           1,2,          13,30,          21,48,           9,20,          44,94,486.7,,,,2021
Fall River - John J Doran,950045,ELA,          69,26,           4,2,          65,25,         132,51,          60,23,         261,86,486.1,32.5,         162,,2021
Fall River - John J Doran,950045,MATH,          54,21,           4,2,          50,20,         122,48,          80,31,         256,85,481.9,37.8,         160,,2021
Fall River - John J Doran,950045,SCI,          11,16,           1,1,          10,14,          37,54,          21,30,          69,80,479.0,,,,2021
Fall River - Letourneau Elementary School,950013,ELA,          72,28,           8,3,          64,25,         110,43,          71,28,         253,96,485.3,36.7,          70,,2021
Fall River - Letourneau Elementary School,950013,MATH,          31,12,           1,0,          30,12,         116,46,         106,42,         253,95,475.3,15.5,          69,,2021
Fall River - Letourneau Elementary School,950013,SCI,           9,10,           1,1,           8,9,          49,54,          32,36,          90,95,476.3,,,,2021
Fall River - Mary Fonseca Elementary School,950011,ELA,          65,23,           5,2,          60,21,         149,52,          73,25,         287,98,483.0,32.8,          93,,2021
Fall River - Mary Fonseca Elementary School,950011,MATH,          33,12,           0,0,          33,12,         119,42,         134,47,         286,98,472.7,25.2,          92,,2021
Fall River - Mary Fonseca Elementary School,950011,SCI,          12,12,           0,0,          12,12,          44,44,          45,45,         101,98,473.8,,,,2021
Fall River - Matthew J Kuss Middle,950320,ELA,         213,33,          38,6,         175,27,         222,34,         218,33,         653,94,487.1,29.2,         594,,2021
Fall River - Matthew J Kuss Middle,950320,MATH,         165,25,          27,4,         138,21,         272,42,         213,33,         650,93,484.9,24.9,         592,,2021
Fall River - Matthew J Kuss Middle,950320,SCI,          55,36,          10,7,          45,30,          57,38,          39,26,         151,85,490.1,,,,2021
Fall River - Morton Middle,950315,ELA,         154,26,          22,4,         132,22,         262,44,         185,31,         601,93,483.9,27.6,         568,,2021
Fall River - Morton Middle,950315,MATH,         107,18,           7,1,         100,17,         301,50,         190,32,         598,92,480.2,23.7,         563,,2021
Fall River - Morton Middle,950315,SCI,          31,26,           2,2,          29,24,          61,51,          28,23,         120,75,485.8,,,,2021
Fall River - North End Elementary,950005,ELA,         145,44,          17,5,         128,39,         135,41,          50,15,         330,98,493.9,33.3,         122,,2021
Fall River - North End Elementary,950005,MATH,          77,23,           3,1,          74,22,         165,50,          88,27,         330,98,482.8,22.0,         122,,2021
Fall River - North End Elementary,950005,SCI,          38,31,           6,5,          32,26,          58,47,          28,23,         124,98,488.1,,,,2021
Fall River - Resiliency Preparatory Academy,950525,ELA,           1,5,           0,0,           1,5,           3,16,          15,79,          19,59,458.6,,           9,,2021
Fall River - Resiliency Preparatory Academy,950525,MATH,           1,6,           0,0,           1,6,           1,6,          16,89,          18,56,454.7,,           9,,2021
Fall River - Resiliency Preparatory Academy,950525,SCI,           0,0,           0,0,           0,0,           2,14,          12,86,          14,58,457.6,,,,2021
Fall River - Samuel Watson,950145,ELA,          28,28,           2,2,          26,26,          53,53,          19,19,         100,95,486.0,28.8,          29,,2021
Fall River - Samuel Watson,950145,MATH,          12,12,           0,0,          12,12,          65,64,          25,25,         102,96,478.7,35.1,          29,,2021
Fall River - Samuel Watson,950145,SCI,           5,17,           0,0,           5,17,          19,63,           6,20,          30,100,482.4,,,,2021
Fall River - Spencer Borden,950130,ELA,         107,42,          11,4,          96,38,         110,43,          36,14,         253,92,496.7,23.3,          64,,2021
Fall River - Spencer Borden,950130,MATH,          75,30,           4,2,          71,28,         131,52,          47,19,         253,92,490.8,24.9,          64,,2021
Fall River - Spencer Borden,950130,SCI,          23,31,           3,4,          20,27,          36,48,          16,21,          75,94,492.1,,,,2021
Fall River - Stone PK-12 School,950340,ELA,           3,10,           0,0,           3,10,           7,23,          21,68,          31,95,464.6,34.0,          23,,2021
Fall River - Stone PK-12 School,950340,MATH,           0,0,           0,0,           0,0,           8,26,          23,74,          31,95,456.7,22.1,          24,,2021
Fall River - Stone PK-12 School,950340,SCI,           0,0,           0,0,           0,0,           3,23,          10,77,          13,94,464.2,,,,2021
Fall River - Talbot Innovation School,950305,ELA,          66,13,           4,1,          62,13,         182,37,         246,50,         494,96,473.2,29.2,         405,,2021
Fall River - Talbot Innovation School,950305,MATH,          37,7,           0,0,          37,7,         215,44,         242,49,         494,96,470.7,24.2,         405,,2021
Fall River - Talbot Innovation School,950305,SCI,           8,7,           0,0,           8,7,          55,49,          49,44,         112,96,474.5,,,,2021
